Category,restuaurants,rating,location_data,food_price,offer_data,food_item
dinner,Platform 65,3.7,Gachibowli,3000,45% Off,Tapas
dinner,Post Card Global Tapas Bar,3.5,Hotel Deccan Serai,1600,25% Off,Multicuisine
dinner,The Globe Grub,3.0,Jubilee Hills,1900,35% Off,Indian
dinner,Jasper,4.4,Manikonda,1000,35% Off,"Cocktail Menu, Multicuisine"
dinner,Stone Waters - Kitchen & Lounge,4.0,Shankarpally,1000,55% Off,North Indian
dinner,Punjab Grill,4.0,Gandipet,500,55% Off,Multicuisine
dinner,Saffron Soul ,4.0,The Manohar,1200,25% Off,"Mexican, Tex-Mex"
dinner,Taco Bell,2.9,Secunderabad,1400,50% Off,South Indian
dinner,Southern Kitchen,5.0,Manikonda,1200,45% Off,Multicuisine
dinner,Black Pearl ,4.0,Hitech City,2200,45% Off,South Indian
dinner,Naughty Kodi,4.0,Madhapur,650,45% Off,Multicuisine
dinner,Stellar Reserve,4.4,Nanakramguda,1500,50% Off,Multicuisine
dinner,Squeeze @ The Lime,5.0,Jubilee Hills,1000,55% Off,North Indian
dinner,Punjab Grill,4.0,Secunderabad,1000,50% Off,Italian
dinner,La Milano Pizzeria,4.2,Jubilee Hills,1200,55% Off,"Italian, Cocktail Menu"
dinner,Prego,4.0,Hitech City,400,40% Off,"Cocktail Menu, Multicuisine"
dinner,Amnesia Lounge Bar,4.0,Hitech City,600,40% Off,Multicuisine
dinner,TGI Friday's,4.0,Hitech City,300,25% Off,Multicuisine
dinner,Rebel & Rye Bar & Kitchen,4.0,Kondapur,1000,40% Off,"European, Indian"
dinner,Turquoise,5.0,Nanakramguda,600,35% Off,Indian
dinner,Signature Grills,4.3,Madhapur,1000,35% Off,"Pan Asian, Asian"
dinner,YouMee ,4.0,Jubilee Hills,1200,55% Off,"European, French"
dinner,Cafe Noir,4.5,Trident Hyderabad,5000,40% Off,Multicuisine
dinner,Delicia - Multicuisine Restaurant,5.0,Hitech City,1400,40% Off,Cafe
dinner,Yummy Bee,4.0,Hafeezpet,500,45% Off,Multicuisine
dinner,Daily Rituals,4.0,Gachibowli,800,35% Off,"Chinese, North Indian"
dinner,President Dhaba,4.1,Aero Plaza,2000,25% Off,"North Indian, Chinese"
dinner,Punjabi Swag,4.0,Madhapur,400,35% Off,Mughlai
dinner,Ohri's Sahib's Barbecue,4.0,Madhapur,1000,35% Off,Multicuisine
dinner,Amnesia Sky Bar,4.0,Gachibowli,500,35% Off,South Indian
dinner,Aidu,4.5,Lingampally,1600,40% Off,Multicuisine
dinner,Globe Buffetio ,3.6,Secunderabad,700,35% Off,"Multicuisine, Cocktail Menu"
dinner,Veto Bar & Kitchen,4.8,Jubilee Hills,800,35% Off,Multicuisine
dinner,The Globe Grub,3.4,Hotel Taar Tangerine,1400,35% Off,Multicuisine
dinner,House Of Chefs,4.5,L B Nagar,1000,35% Off,Finger Food
dinner,Shanghai Chef,4.0,Financial District,1800,40% Off,Finger Food
dinner,Wild Rovers Sky Bar & Lounge,4.0,Amberpet,500,60% Off,Bakery
fastfood,Alfi's Kitchen,4.0,Banjara Hills,300,35% Off,Cafe
fastfood,Ram's Dosa House,4.0,Banjara Hills,250,35% Off,Bakery
fastfood,Ohri's Cake Nation,1.0,Banjara Hills,800,35% Off,Chinese
fastfood,Wow! China Bistro,1.0,Banjara Hills,600,25% Off,Finger Food
fastfood,Wisphot,4.0,Punjagutta,500,45% Off,Momos
fastfood,Wow! Momo,5.0,Somajiguda,400,40% Off,Multicuisine
fastfood,Fat Boy's Burger,4.0,Padmarao Nagar,400,40% Off,"European, Beverages"
fastfood,Fat Tiger,4.0,Banjara Hills,400,40% Off,South Indian
fastfood,Southern Kitchen,4.8,Gowlidoddy,900,45% Off,Desserts
fastfood,Desserts by Renu Jivan,4.0,Banjara Hills,250,35% Off,"Coffee, Cafe"
fastfood,Hazy Owl,4.0,Somajiguda,350,35% Off,Cafe
fastfood,T&T - Tea and Tiffins,4.0,Somajiguda,300,35% Off,Bakery
fastfood,Delight bakery,4.0,Begumpet,300,35% Off,"Cafe, Coffee and Tea"
fastfood,The Great Indian Chai,4.0,Somajiguda,300,35% Off,"Cafe, Street Food"
fastfood,Chai Point ,5.0,Banjara Hills,250,25% Off,Fast Food
fastfood,PVR,5.0,RK Cineplex Mall,500,25% Off,Desserts
fastfood,Bakelore,4.0,Banjara Hills,500,25% Off,Pizza
fastfood,US Pizza,3.7,Amberpet,800,60% Off,"Mexican, Tex-Mex"
fastfood,Taco Bell,1.0,Panjagutta,550,25% Off,South Indian
fastfood,The Bowl Rise,4.0,Sunrise Business Hotel,800,60% Off,Bakery
fastfood,Bakelore,5.0,Madhapur,500,55% Off,Milkshakes
fastfood,1989 Milkshakes,1.0,Madhapur,500,55% Off,"Pizza, Milkshakes"
fastfood,1989 Pizza & Thick Shake's,1.0,Madhapur,500,55% Off,Burgers
fastfood,1989 Burger,1.0,Uppal,500,55% Off,"Beverages, Pizza"
fastfood,1989 Pizza & Thickshakes,1.0,Secunderabad,400,55% Off,"Beverages, Italian"
fastfood,1989 Pizza & Thickshakes,1.0,Mansoorabad,400,55% Off,"Italian, Japanese"
fastfood,Fresco's Pizza,4.0,Kandi,600,50% Off,Multicuisine
fastfood,One Bite,4.0,Kompally,500,50% Off,"Chinese, Indian"
fastfood,Eat Chat & More,4.0,Hafeezpet,450,50% Off,Coffee
fastfood,Tim Hortons,5.0,Madhapur,800,45% Off,Fast Food
fastfood,Wow! Chicken,5.0,Kavadiguda,300,40% Off,South Indian
fastfood,Umm Uttapam,4.0,Madhapur,500,45% Off,Multicuisine
fastfood,Bikanervala,3.7,Basheer Bagh,1000,25% Off,"Bakery, Desserts"
fastfood,Bakelore,4.6,Kondapur,500,45% Off,Biryani
fastfood,Green Bucket Biryani,4.0,Nagole,500,45% Off,Multicuisine
fastfood,Food Villa,4.0,Kothapet,400,45% Off,"Bakery, Fast Food"
fastfood,TOC Bakers,5.0,Narayanguda,300,35% Off,Italian
fastfood,Peppanizze,5.0,Padmarao Nagar,400,40% Off,Beverages
fastfood,The ThickShake Factory,4.8,Himayath Nagar,350,35% Off,South Indian
fastfood,Vanabhojanam,1.0,Kukatpally,900,45% Off,"Desserts, Sandwiches, Milkshakes"
fastfood,London Waffle Co ,1.0,Himayath Nagar,250,40% Off,"European, Italian"
fastfood,Greens & More Skyview,4.0,Hitech City,400,40% Off,"Italian, European"
fastfood,Greens & More Spire,4.0,Hitech City,400,40% Off,Shakes
fastfood,The ThickShake Factory,4.0,Dilsukhnagar,300,40% Off,South Indian
fastfood,CVs SriPada Restaurant ,4.0,S R Nagar,600,35% Off,South Indian
fastfood,CVs SriPada Restaurant ,4.0,S R Nagar,600,35% Off,Chinese
fastfood,Chinese Wok,4.0,Hitech City,600,40% Off,European
fastfood,Bon Appetit Cafe,4.0,Shaikpet,350,35% Off,Mexican
fastfood,Wrap It,4.0,Shaikpet,200,35% Off,"Beverages, Desserts"
fastfood,Zen Paradise,4.0,Secunderabad,600,40% Off,Chinese
fastfood,Barista,4.0,Gachibowli,600,40% Off,Multicuisine
fastfood,Squisito Pizzeria,4.0,Secunderabad,400,40% Off,"Andhra, South Indian"
fastfood,Kadapa Natu Thali,4.0,Madhapur,350,40% Off,"Fast Food, Burgers"
fastfood,Shrimmers,4.0,Padmarao Nagar,300,40% Off,South Indian
fastfood,Inti Ruchulu,4.0,Shaikpet,200,35% Off,Fast Food
fastfood,BAC Healthy,4.0,Shaikpet,500,35% Off,Desserts
fastfood,Sanjos Donuts,4.0,Gaddiannaram,300,40% Off,South Indian
fastfood,Organic Kitchen,5.0,Chanda Nagar,300,40% Off,Arabian
fastfood,Al Ammar Arabian Cafeteria,4.0,Saroor Nagar,250,40% Off,"Bakery, Desserts"
fastfood,Harley's Fine Baking	,5.0,Madhapur,600,35% Off,"Biryani, Chinese"
fastfood,Jagadamba Junction.,5.0,Puppalguda,600,35% Off,South Indian
fastfood,Nati Ruchi,5.0,Kukatpally,500,35% Off,Burgers
fastfood,Burger Reddy,5.0,Madhapur,350,35% Off,"European, Fast Food"
fastfood,Chef Man F & B,4.0,Madhapur,250,35% Off,American
fastfood,UFO Fries & Corn,4.0,L B Nagar,300,35% Off,Fast Food
fastfood,Burger's Wharf,4.0,Kukatpally,300,35% Off,Biryani
fastfood,Baburao Gari Biryani,4.0,Kukatpally,300,35% Off,Shakes
fastfood,Taste of shakes,4.0,Gachibowli,400,35% Off,Ice Cream
fastfood,Old Mumbai Icecream,4.0,Gachibowli,300,35% Off,"Chinese, Fast Food"
fastfood,ETC - Eat Talk Chill,4.0,Madhapur,300,35% Off,Multicuisine
fastfood,Shi-Tori,4.0,Madhapur,600,35% Off,"Desserts, Milkshakes"
fastfood,Jedi's waffles ,4.0,Madhapur,600,35% Off,Mughlai
fastfood,Masala Wok Biryani Restaurant,4.0,Langer Houz,300,35% Off,South Indian
fastfood,Palnadu - South Indian Kitchen,4.0,Madhapur,500,35% Off,Indian
fastfood,Tasty Elements,4.0,Madhapur,500,35% Off,"Fast Food, Shakes"
fastfood,Milk Way Shake's,4.0,Chanda Nagar,250,35% Off,Beverages
fastfood,Delight Pavillion,4.0,Madhapur,300,35% Off,Multicuisine
fastfood,Raja Vari Kitchen,4.0,Kukatpally,300,35% Off,Momos
fastfood,Max Momos,4.0,Madhapur,200,35% Off,"Beverages, Shakes"
fastfood,The Shake Studio,4.0,Kukatpally,300,35% Off,Chinese
fastfood,Fu-King,4.0,Madhapur,400,35% Off,"Beverages, Shakes"
fastfood,The Shake Studio,4.0,Kukatpally,300,35% Off,European
fastfood,Eat Monk,4.0,Madhapur,400,35% Off,Multicuisine
fastfood,The Burning Grills - TGB Cafe & Lounge,4.0,Gachibowli,500,35% Off,Desserts
fastfood,Blue Bliss,4.0,Secunderabad,500,35% Off,Desserts
fastfood,Waffle Studio,4.0,Kukatpally,300,35% Off,"North Indian, South Indian"
fastfood,Sumadhura Ruchulu,4.0,Madhapur,250,35% Off,"Fast Food, Beverages"
fastfood,Fruit Mantra,4.0,Madhapur,300,35% Off,"North Indian, Kababs"
fastfood,Kabab Bistro,4.0,Madhapur,500,35% Off,"Bakery, Desserts"
fastfood,Yard Bakery,4.0,Kukatpally,650,35% Off,"Biryani, Kerala"
fastfood,Tharavadu - Kerala Cuisine,4.0,Madhapur,500,35% Off,"Italian, Sandwiches, Salad"
fastfood,Snack Time - Little More,4.0,Madhapur,500,35% Off,North Indian
fastfood,Indian Kitchen,4.0,Madhapur,500,35% Off,South Indian
fastfood,TNT - Toast & Tiffin,4.0,Madhapur,500,35% Off,"Biryani, South Indian"
fastfood,Biryani Pichollu ,4.0,Madhapur,500,35% Off,Multicuisine
fastfood,Kesariya Restaurant ,3.7,Kondapur,750,35% Off,Fast Food
fastfood,Cafe 90's,5.0,Hafeezpet,300,35% Off,Street Food
fastfood,Pakoda Hub,4.0,Nizampet,500,35% Off,Multicuisine
fastfood,Backbenchers Kaffe,4.0,Shamshabad,300,35% Off,Multicuisine
fastfood,Sri Ridhz Kitchen,4.0,Gachibowli,400,35% Off,Multicuisine
fastfood,Potlam Biryani,4.0,Bachupally,400,35% Off,"Cafe, Bakery"
fastfood,Deccan Chai Cafe,4.0,Kukatpally,500,35% Off,South Indian
fastfood,Annapurna Vilas,4.0,Kompally,600,35% Off,"Beverages, Continental"
fastfood,Base Liberty,4.0,Shamshabad,400,35% Off,Multicuisine
fastfood,The Fish Revolution,4.0,Secunderabad,400,35% Off,Fast Food
fastfood,Cravehub Cafe,4.0,Vanasthalipuram,300,35% Off,European
fastfood,Roostly Continental,4.0,Boduppal,300,35% Off,"Beverages, Continental"
fastfood,Base Liberty,4.0,Shamshabad,400,35% Off,Multicuisine
fastfood,The Fish Revolution,4.0,Secunderabad,400,35% Off,Fast Food
fastfood,Cravehub Cafe,4.0,Vanasthalipuram,300,35% Off,Cafe
fastfood,Musicafe ,4.0,Kukatpally,300,35% Off,"Fast Food, Beverages"
fastfood,Matargashti Tea & More,4.0,Kokapet,400,35% Off,Bakery
fastfood,MJ Home Bakes,4.0,Nallagandla,300,35% Off,Bakery
fastfood, InkoTea,4.0,Hafeezpet,400,35% Off,Cafe
fastfood,Kafetearia,4.0,Secunderabad,450,35% Off,"Chinese, Thai"
fastfood,Chings Chinese & Thai,4.0,Kothapet,600,35% Off,North Indian
fastfood,Daddy's Kitchen,4.0,Kondapur,400,35% Off,"Biryani, Chinese"
fastfood,Teenmaar Restaurant,4.0,Vanasthalipuram,300,35% Off,Fast Food
fastfood,Bae-King,4.0,Nizampet,300,35% Off,"Italian, Shawarma, Milkshakes"
fastfood,Hunger Stories,4.0,Vanasthalipuram,300,35% Off,Biryani
fastfood,Baburao Gari Biryani,4.0,Nizampet,350,35% Off,Biryani
fastfood,Red Bucket Biryani,4.0,Nizampet,400,35% Off,Cafe
fastfood,Cafe Tanishi,4.0,Bachupally,400,35% Off,Cafe
fastfood,Burgers Bistro ,4.0,Miyapur,400,35% Off,"Italian, Shawarma, Milkshakes"
fastfood,Hunger Stories,4.0,Vanasthalipuram,300,35% Off,Biryani
fastfood,Baburao Gari Biryani,4.0,Nizampet,350,35% Off,Biryani
fastfood,Red Bucket Biryani,4.0,Nizampet,400,35% Off,Bakery
fastfood,Flurys,4.0,Jubilee Hills,1000,35% Off,Chinese
fastfood,The Smoky Box ,4.0,Kompally,600,35% Off,Pizza
fastfood,KGF Italian Wood Fire Pizza,4.0,Srinagar Colony,500,35% Off,Cafe
fastfood,Adharaho,4.0,Secunderabad,600,35% Off,Cafe
fastfood,Amrutha Paniyam,4.0,Chanda Nagar,600,35% Off,Fast Food
fastfood,Wisphot,4.0,Secunderabad,500,35% Off,Pizza
fastfood,KGF Italian Wood Fire Pizza,4.0,Srinagar Colony,500,35% Off,Cafe
fastfood,Adharaho,4.0,Secunderabad,600,35% Off,Cafe
fastfood,Amrutha Paniyam,4.0,Chanda Nagar,600,35% Off,Fast Food
fastfood,Big Bites Shawarma & Momos,4.0,Bachupally,300,35% Off,Chinese
fastfood,Crackpot,4.0,Secunderabad,200,35% Off,Chinese
fastfood,Fu-king,4.0,Nizampet,400,35% Off,Chinese
fastfood,Fry'd Chicken House,4.0,Kothapet,300,35% Off,Multicuisine
fastfood,Claws N Wings,4.0,Secunderabad,450,35% Off,Fast Food
fastfood,The New Batido,4.0,Kothapet,300,35% Off,Cafe
fastfood,Taagandi,4.0,Miyapur,300,35% Off,Fast Food
fastfood,Kapu's Cafe,4.0,Saroor Nagar,200,35% Off,Chinese
fastfood,Fry'd Chicken House,4.0,Kothapet,300,35% Off,Multicuisine
fastfood,Claws N Wings,4.0,Secunderabad,450,35% Off,Chinese
fastfood,Fu-king,4.0,Nizampet,400,35% Off,Chinese
fastfood,Crackpot,4.0,Secunderabad,200,35% Off,South Indian
fastfood,Indian Tiffin Room ,4.0,Madhapur,700,45% Off,"Shawarma, Momos"
fastfood,Big Bites Shawarma & Momos,3.0,Nizampet,400,35% Off,Ice Cream
fastfood,Cold Stone Creamery,4.3,Begumpet,700,25% Off,Biryani
fastfood,Big Bucket Biryani,1.0,Vanasthalipuram,350,35% Off,"Biryani, Chinese"
fastfood,Red Bucket Biryani K.P.H.B,5.0,Kukatpally,500,25% Off,Street Food
fastfood,Samosa Party,5.0,Hitech City,150,25% Off,Street Food
fastfood,Delhi Chat House,4.0,Saroor Nagar,200,25% Off,Desserts
fastfood,London Waffle co.,4.0,Madhapur,300,25% Off,"Beverages, Fast Food"
fastfood,Fruitea,4.0,Gachibowli,150,25% Off,Ice Cream
fastfood,Emoi,4.0,Kondapur,150,25% Off,"Biryani, Street Food"
fastfood,Rajahmundry Ruchulu,4.0,Madhapur,400,25% Off,South Indian
fastfood,Idly Palace,4.0,Madhapur,200,25% Off,Cafe
fastfood,Sizzling Panda,4.0,Bachupally,400,25% Off,"Biryani, Chinese"
fastfood,Red Bucket Biryani Addagutta ,4.0,Kukatpally,500,25% Off,"Mexican, Italian, Beverages"
breakfast,The Ofen,5.0,Banjara Hills,2000,45% Off,"Chinese, Desserts, Multicuisine, Continental, Finger Food, North Indian"
breakfast,Golconda Pavilion,4.4,ITC Kohenur,2500,25% Off,Multicuisine
breakfast,Aster Cafe & Kitchen,4.0,Banjara Hills,1000,40% Off,Multicuisine
breakfast,Pizza Zone,4.0,Habsiguda,1000,25% Off,North Eastern
breakfast,7 Sisters,4.4,Banjara Hills,700,50% Off,"Chinese, North Eastern, Pan Asian, Asian"
breakfast,Hibacci,4.4,Banjara Hills,1250,40% Off,"European, South Indian"
breakfast,Vasaara,4.0,Banjara Hills,1000,40% Off,"Cafe, Bakery"
breakfast,Blu Café Lounge,4.3,Radisson Blu Plaza Hotel,900,55% Off,"European, Multicuisine"
breakfast,Mazuri Cafe,4.0,Banjara Hills,1000,55% Off,Multicuisine
breakfast,Tabla,4.2,Banjara Hills,1333,45% Off,European
breakfast,Imli Sarai,4.0,Banjara Hills,1800,45% Off,Multicuisine
breakfast,Pakka Local,4.2,Banjara Hills,1200,25% Off,Mediterranean
breakfast,Hummus House,5.0,Banjara Hills,1100,35% Off,Multicuisine
breakfast,Habitat Cafe,4.7,Banjara Hills,1200,35% Off,European
breakfast,The Octagon Cafe,4.0,Banjara Hills,1600,35% Off,Indian
breakfast,Mezbaan Kitchen,5.0,Banjara Hills,800,45% Off,"Italian, Pizza"
breakfast,La Pino'z Pizza,5.0,Banjara Hills,400,35% Off,"Fast Food, European"
breakfast,Moyaaah!,4.0,Banjara Hills,700,25% Off,Indian
breakfast,Namchi - Fusion Of Taste Buds,4.2,Banjara Hills,1000,45% Off,Multicuisine
breakfast,Lemerian Workin Cafe,4.0,Banjara Hills,800,35% Off,Chinese
breakfast,Wow! China Bistro,1.0,Banjara Hills,600,25% Off,"Finger Food, Cocktail Menu"
breakfast,Harry's The Pub,4.8,Aditya Park,1400,50% Off,Multicuisine
breakfast,Kasuall,3.7,Somajiguda,1200,75% Off,Multicuisine
breakfast,Melange ,4.0,The Golkonda Hotel,2200,45% Off,Multicuisine
breakfast,Verandah ,4.5,The Park,2500,35% Off,"Finger Food, Cocktail Menu"
breakfast,Zanzi Bar,5.0,The Golkonda Hotel,1900,50% Off,Multicuisine
breakfast,Tolly Junction Rest O Bar,4.0,Banjara Hills,1000,50% Off,Multicuisine
breakfast,TOS Club & Lounge,4.0,Banjara Hills,1000,50% Off,Multicuisine
breakfast,Medley,4.6,Jubilee Hills,1000,45% Off,Multicuisine
breakfast,24/7 Gallery Café,4.7,Hyatt Place Hyderabad Banjara Hills,1500,45% Off,Multicuisine
breakfast,The Dining Room,4.1,Park Hyatt,3500,40% Off,Multicuisine
breakfast,Masala Republic by Dadu's,4.5,Banjara Hills,1100,40% Off,"North Indian, Mughlai"
breakfast,10 Biryanis,5.0,Jubilee Hills,1200,55% Off,South Indian
breakfast,Flavours ,4.0,Ameerpet,800,55% Off,Multicuisine
breakfast,Sankalp Restaurant ,5.0,Jubilee Hills,1000,50% Off,Multicuisine
breakfast,MoMo Cafe,3.8,Courtyard By Marriott,2000,55% Off,"Continental, Chinese"
breakfast,Garage Moto Cafe,4.0,Jubilee Hills,800,35% Off,Momos
breakfast,Rium Cafe,2.0,Banjara Hills,1200,75% Off,Multicuisine
breakfast,Wow! Momo,1.0,Ameerpet,400,40% Off,"Multicuisine, Barbeque"
breakfast,Deccan Pavilion,3.9,ITC Kakatiya,2600,55% Off,Multicuisine
breakfast,AB's - Absolute Barbecues,4.5,Banjara Hills,1850,25% Off,South Indian
breakfast,Bel Posto The Cafe,4.5,Jubilee Hills,800,55% Off,Continental
breakfast,Dakshin Haveli,4.0,Banjara Hills,400,50% Off,"Chinese, Continental"
breakfast,The Gallery Cafe,5.0,Banjara Hills,900,40% Off,Desserts
breakfast,Navika Cafe,4.5,Jubilee Hills,1200,40% Off,Multicuisine
breakfast,Krispy Kreme,4.0,Banjara Hills,350,40% Off,"European, South Indian"
breakfast,FEU - Dessert Bar & Kitchen,5.0,Jubilee Hills,1400,35% Off,Fast Food
breakfast,Chika A Coffee Collective,4.0,Banjara Hills,1000,25% Off,"Italian, European, Bakery"
breakfast,Cups N Plates,4.6,Lakdikapul,900,35% Off,Multicuisine
breakfast,The Bedford BakeHouse & TeaRoom,4.5,Banjara Hills,1100,35% Off,Italian
breakfast,Seventh Heaven,4.3,Panjagutta,1500,35% Off,Indian
breakfast,Esthio,4.1,Somajiguda,1150,35% Off,Multicuisine
breakfast,Deccan Cafe Restaurant ,4.0,Park Continental,800,35% Off,Multicuisine
breakfast,Chandra Haveli,3.0,Jubilee Hills,800,40% Off,Finger Food
breakfast,Flechazo Gold,3.8,Madhapur,1800,40% Off,Multicuisine
breakfast,Marco Polo Bar,4.3,ITC Kakatiya,2700,25% Off,"Beverages, Fast Food, Desserts"
breakfast,Golden Pavilion,3.3,Banjara Hills,1500,35% Off,Biryani
breakfast,Candy cloud factory,4.0,Banjara Hills,300,25% Off,Italian
breakfast,Paradise Biryani - A Legend since 1953,3.3,Khairatabad,800,35% Off,Multicuisine
breakfast,Onesta,4.0,Banjara Hills,600,25% Off,Multicuisine
breakfast,Urban Nemo Cafe In Garden,4.8,Jubilee Hills,800,25% Off,"Indian, Multicuisine, Western"
breakfast,Seasonal Tastes ,4.6,The Westin Hyderabad Mindspace,3000,40% Off,Indian
breakfast,Feast ,4.1,Sheraton Hyderabad Hotel,2400,55% Off,"Fast Food, Desserts"
breakfast,Spice It ,3.2,Ibis Hotel,1400,75% Off,"Mexican, Tex-Mex"
breakfast,Taco Bell,1.0,Panjagutta,550,25% Off,Multicuisine
breakfast,Black Pearl ,4.0,Hotel Central Park,800,55% Off,Italian
breakfast,La Milano Pizzeria,5.0,Himayath Nagar,600,50% Off,"European, French"
breakfast,Cafe Noir,1.0,Begumpet,900,45% Off,Multicuisine
breakfast,Aroma Multi Cuisine Restaurant,3.9,Gachibowli,1200,60% Off,Multicuisine
breakfast,Masala Republic by Dadu's,4.5,Himayath Nagar,1100,45% Off,"European, Indian"
breakfast,Turquoise,4.3,Le Méridien Hyderabad,1900,55% Off,"Chinese, Indian"
breakfast,Ming Ustad,4.6,Hitech City,1500,50% Off,Indian
breakfast,Jasper,3.7,Le Méridien Hyderabad,2000,50% Off,Multicuisine
breakfast,Scotchman,4.0,Royalton Hotel,1000,50% Off,Multicuisine
breakfast,Pavilion,3.8,The Peerless Inn,800,50% Off,Cafe
breakfast,Mairu Bistro & Cafe,4.5,Jubilee Hills,1000,65% Off,Multicuisine
breakfast,Ironhill cafe,4.0,Gachibowli,400,45% Off,Multicuisine
breakfast,Venue Restaurant,4.0,Hotel Quality Inn Residency,1200,45% Off,Multicuisine
breakfast,Indus,4.2,Ellaa Hotels,1500,50% Off,European
breakfast,Thrivesome,5.0,Jubilee Hills,800,55% Off,Multicuisine
breakfast,Terra Cafe,3.3,Jubilee Hills,1100,35% Off,"Korean, Thai, Asian, Continental"
breakfast,Tamasha - Restro Cafe,4.2,Jubilee Hills,800,55% Off,Multicuisine
breakfast,Heart Cup Coffee,3.8,Gachibowli,1600,45% Off,Multicuisine
breakfast,Bambai Tapri - Financial District,5.0,Nanakramguda,500,35% Off,Multicuisine
breakfast,Jonathan's Kitchen ,4.3,Fairfield by Marriott Hyderabad,2800,55% Off,Italian
breakfast,Destination Cafe,4.0,Kukatpally,700,55% Off,"Chinese, South Indian"
breakfast,The Airawat Kitchen,4.0,Hafeezpet,800,45% Off,Multicuisine
breakfast,Abids Bistro ,4.3,Royalton Hotel,1200,55% Off,"Finger Food, Cocktail Menu"
breakfast,Pause Lounge Bar,2.7,Hitech City,2100,50% Off,Multicuisine
breakfast,Platform 65,3.4,Kondapur,800,50% Off,Multicuisine
breakfast,Cuisinekraft,4.3,Gachibowli,1000,45% Off,Multicuisine
breakfast,Zyng ,4.4,Radisson Hyderabad Hitec City,2000,45% Off,"Cocktail Menu, South Indian"
breakfast,Ichata kitchen And Bar,5.0,Jubilee Hills,1200,45% Off,"Bakery, Cafe"
breakfast,Harley's Fine Baking,5.0,Peeramcheru,600,35% Off,Indian
breakfast,Raja Bhojanam - An Authentic Telugu Restaurant,4.0,Gachibowli,1000,45% Off,Multicuisine
breakfast,Holi Restaurant & Bar,5.0,Kukatpally,1000,45% Off,"Cocktail Menu, Multicuisine"
breakfast,Lattitude,4.5,Le Méridien Hyderabad,1800,55% Off,"Beverages, Fast Food, Finger Food"
breakfast,Link Cafe,4.7,Sheraton Hyderabad Hotel,2000,50% Off,"North Indian, South Indian"
breakfast,Cava | Kebabs & Curries,4.0,Begumpet,1200,55% Off,"American, European"
breakfast,Daily Treats,5.0,The Westin Hyderabad Mindspace,3000,40% Off,Multicuisine
breakfast,Masala Republic by Dadu's,4.0,Jubilee Hills,1100,35% Off,"Pan Asian, Asian"
breakfast,YouMee ,4.5,Kukatpally,1500,40% Off,Multicuisine
breakfast,Vetro,3.8,The Golkonda Resort,1800,45% Off,Multicuisine
breakfast,Pi ,3.5,Hotel Avasa,2000,40% Off,"Cocktail Menu, Multicuisine"
breakfast,Food Exchange,4.4,Novotel Hyderabad Convention Centre,2500,40% Off,European
breakfast,Stoic Brew,4.0,Serilingampalle,800,55% Off,Multicuisine
breakfast,Nataka Global Kitchen And Cafe,4.1,Jubilee Hills,1500,45% Off,"North Indian, Chinese"
breakfast,Punjabi Swag,4.0,Kondapur,800,45% Off,Cafe
breakfast,Yummy Bee,4.0,Jubilee Hills,1500,35% Off,Multicuisine
breakfast,Locale Cafe & Bistro,4.0,Madhapur,1300,45% Off,Multicuisine
breakfast,Le Cafe,4.6,Novotel Hyderabad Convention Centre,1500,40% Off,Fast Food
breakfast,Wow! Chicken,5.0,Kavadiguda,300,40% Off,European
breakfast,Nippon Kitsune,5.0,Madhapur,1195,40% Off,Multicuisine
breakfast,Malnadu Kitchen,4.2,Kompally,900,40% Off,Cafe
breakfast,Xero Degrees,5.0,Hitech City,800,55% Off,Multicuisine
breakfast,Kake Di Hatti,4.5,Jubilee Hills,1800,40% Off,American
breakfast,Buffalo Wild Wings,4.5,Gachibowli,2000,35% Off,"Finger Food, Cocktail Menu"
breakfast,PS4- Lord of the Pubs,4.3,Kukatpally,1000,65% Off,"Pasta, Pizza, Coffee, Biryani"
breakfast,Basil Bistro,4.0,Kompally,500,50% Off,Multicuisine
breakfast,Cafe 1st Story,4.3,Fairfield by Marriott Hyderabad,2000,40% Off,Multicuisine
breakfast,Smaaash C2H5OH Bowling Sports Bar,2.5,Hitech City,1300,40% Off,Multicuisine
breakfast,Kortyard Cafe,1.0,Jubilee Hills,1000,25% Off,Arabian
breakfast,M3 Mayukha Mughal Mandi Restaurant,4.0,Madeenaguda,800,40% Off,Indian
breakfast,Vivaha Bhojanambu,4.2,Jubilee Hills,1400,35% Off,Multicuisine
breakfast,Tabla Restaurant,4.6,Kukatpally,1000,45% Off,Multicuisine
breakfast,Flavours,4.0,Hotel Jubilee Ridge,1100,40% Off,Multicuisine
breakfast,Amaravati Amigos,4.0,Secunderabad,700,40% Off,Multicuisine
breakfast,Arambam Arambam - Start with Millets,4.0,Madhapur,350,40% Off,Fast Food
breakfast,The Board Game Cafe,4.5,Himayath Nagar,800,35% Off,Multicuisine
breakfast,Masala Republic by Dadu's,3.5,Gachibowli,1100,35% Off,Ice Cream
breakfast,Milano Ice Cream,4.1,Jubilee Hills,400,35% Off,Multicuisine
breakfast,Renao Cafe & Bistro,4.0,Madhapur,1200,70% Off,Multicuisine
breakfast,The Night Bird Bar & Cafe,3.9,Kondapur,1500,35% Off,"Bakery, Fast Food"
breakfast,Harley's Fine Baking	,4.0,Manikonda,600,35% Off,Multicuisine
breakfast,Brewbite Bistro ,4.0,Madhapur,1000,35% Off,"Indian, Chinese"
